patch_20286776 install log: 
deploying affected file /brmapp/portal/7.5/lib/fm_rate_pol.so 
backing up /brmapp/portal/7.5/lib/fm_suspense.so, /brmapp/portal/7.5/lib/fm_suspense.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_suspense.so 
backing up /brmapp/portal/7.5/lib/libloadapp.so, /brmapp/portal/7.5/lib/libloadapp.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libloadapp.so 
backing up /brmapp/portal/7.5/lib/libpcmcpp67.so, /brmapp/portal/7.5/lib/libpcmcpp67.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpcmcpp67.so 
backing up /brmapp/portal/7.5/deploy/web_services/weblogic_ws_startup.jar, /brmapp/portal/7.5/deploy/web_services/weblogic_ws_startup.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/weblogic_ws_startup.jar 
backing up /brmapp/portal/7.5/deploy/web_services/infranetwebsvc.war, /brmapp/portal/7.5/deploy/web_services/infranetwebsvc.war.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/infranetwebsvc.war 
backing up /brmapp/portal/7.5/deploy/web_services/stylesheets/pin_opspec_to_schema.xsl, /brmapp/portal/7.5/deploy/web_services/stylesheets/pin_opspec_to_schema.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/stylesheets/pin_opspec_to_schema.xsl 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CHANGE_DEAL.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CHANGE_DEAL.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CHANGE_DEAL.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_PAYINFO.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_PAYINFO.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_PAYINFO.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_UPDATE_SERVICES.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_UPDATE_SERVICES.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_UPDATE_SERVICES.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_COMMIT_CUSTOMER.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_COMMIT_CUSTOMER.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_COMMIT_CUSTOMER.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_DISCOUNTINFO.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_DISCOUNTINFO.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_DISCOUNTINFO.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_GET_PRICE_LIST.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_GET_PRICE_LIST.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_GET_PRICE_LIST.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GROUP_GET_PARENT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GROUP_GET_PARENT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GROUP_GET_PARENT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_SUBSCRIPTION.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_SUBSCRIPTION.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_SUBSCRIPTION.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_BILLS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_BILLS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_BILLS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_ACCT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_ACCT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_ACCT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BILL_ITEMS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BILL_ITEMS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BILL_ITEMS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_MODIFY_PROFILE.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_MODIFY_PROFILE.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_MODIFY_PROFILE.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_BAL_GRP_AND_SVC.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_BAL_GRP_AND_SVC.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_BAL_GRP_AND_SVC.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACTION_ITEMS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACTION_ITEMS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACTION_ITEMS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_COMMIT_DISCOUNT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_COMMIT_DISCOUNT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_COMMIT_DISCOUNT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_GET_PURCHASED_OFFERINGS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_GET_PURCHASED_OFFERINGS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_GET_PURCHASED_OFFERINGS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_ITEM_ADJUSTMENT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_ITEM_ADJUSTMENT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_ITEM_ADJUSTMENT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_COMMIT_PRODUCT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_COMMIT_PRODUCT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_COMMIT_PRODUCT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_DISCOUNT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_DISCOUNT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_DISCOUNT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_INV_VIEW_INVOICE.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_INV_VIEW_INVOICE.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_INV_VIEW_INVOICE.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GROUP_MOVE_MEMBER.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GROUP_MOVE_MEMBER.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GROUP_MOVE_MEMBER.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_MAKE_BILL_NOW.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_MAKE_BILL_NOW.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_MAKE_BILL_NOW.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_TRANSFER_SUBSCRIPTION.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_TRANSFER_SUBSCRIPTION.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_TRANSFER_SUBSCRIPTION.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_BILL_ADJUSTMENT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_BILL_ADJUSTMENT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_BILL_ADJUSTMENT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GET_ITEM_EVENT_CHARGE_DISCOUNT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GET_ITEM_EVENT_CHARGE_DISCOUNT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_GET_ITEM_EVENT_CHARGE_DISCOUNT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BAL_SUMMARY.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BAL_SUMMARY.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BAL_SUMMARY.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_BUNDLE.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_BUNDLE.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_BUNDLE.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_COLLECTIONS_SET_ACTION_STATUS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_COLLECTIONS_SET_ACTION_STATUS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_COLLECTIONS_SET_ACTION_STATUS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_SET_PRICE_LIST.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_SET_PRICE_LIST.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PRICE_SET_PRICE_LIST.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_UPDATE_CUSTOMER.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_UPDATE_CUSTOMER.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_UPDATE_CUSTOMER.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BILLS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BILLS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_BILLS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_EVENT_ADJUSTMENT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_EVENT_ADJUSTMENT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_EVENT_ADJUSTMENT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_PROFILE.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_PROFILE.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_DELETE_PROFILE.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_ACCT_BAL_GRP_AND_SVC.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_ACCT_BAL_GRP_AND_SVC.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_ACCT_BAL_GRP_AND_SVC.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_BAL_SUMMARY.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_BAL_SUMMARY.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_BAL_SUMMARY.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_PRODUCT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_PRODUCT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_CANCEL_PRODUCT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_CREATE_PROFILE.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_CREATE_PROFILE.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_CREATE_PROFILE.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/account.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/account.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/account.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_ACTION_ITEMS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_ACTION_ITEMS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_GET_ACCT_ACTION_ITEMS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUSTCARE_MOVE_ACCT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUSTCARE_MOVE_ACCT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUSTCARE_MOVE_ACCT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_DISCOUNT_STATUS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_DISCOUNT_STATUS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_DISCOUNT_STATUS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_DEBIT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_DEBIT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BILL_DEBIT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_SET_STATUS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_SET_STATUS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_SET_STATUS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PYMT_COLLECT.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PYMT_COLLECT.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_PYMT_COLLECT.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/billinfo.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/billinfo.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/billinfo.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_ACCT_BILLINFO.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_ACCT_BILLINFO.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_ACCT_BILLINFO.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_RESOURCE_AGGREGATION.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_RESOURCE_AGGREGATION.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_AR_RESOURCE_AGGREGATION.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_MODIFY_CUSTOMER.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_MODIFY_CUSTOMER.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_CUST_MODIFY_CUSTOMER.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_BALANCES.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_BALANCES.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_BAL_GET_BALANCES.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_PRODUCT_STATUS.xsd, /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_PRODUCT_STATUS.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/schemas/PCM_OP_SUBSCRIPTION_SET_PRODUCT_STATUS.xsd 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BAL_GET_BALANCES.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BAL_GET_BALANCES.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BAL_GET_BALANCES.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_GET_BILLS.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_GET_BILLS.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_GET_BILLS.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_UPDATE_CUSTOMER.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_UPDATE_CUSTOMER.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_UPDATE_CUSTOMER.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PRICE_SET_PRICE_LIST.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PRICE_SET_PRICE_LIST.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PRICE_SET_PRICE_LIST.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_PURCHASE_DEAL.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_MODIFY_CUSTOMER.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_MODIFY_CUSTOMER.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_MODIFY_CUSTOMER.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BAL_GET_ACCT_BILLINFO.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BAL_GET_ACCT_BILLINFO.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BAL_GET_ACCT_BILLINFO.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_GET_PURCHASED_OFFERINGS.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_GET_PURCHASED_OFFERINGS.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_GET_PURCHASED_OFFERINGS.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PYMT_COLLECT.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PYMT_COLLECT.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PYMT_COLLECT.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_DELETE_PAYINFO.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_DELETE_PAYINFO.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_DELETE_PAYINFO.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BILL_DEBIT.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BILL_DEBIT.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_BILL_DEBIT.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_ACCOUNT_ADJUSTMENT.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PRICE_GET_PRICE_LIST.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PRICE_GET_PRICE_LIST.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_PRICE_GET_PRICE_LIST.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_COMMIT_CUSTOMER.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_COMMIT_CUSTOMER.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_COMMIT_CUSTOMER.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_UPDATE_SERVICES.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_UPDATE_SERVICES.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_CUST_UPDATE_SERVICES.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_SUBSCRIPTION_SET_PRODINFO.xml 
backing up /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_GET_BILL_ITEMS.xml, /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_GET_BILL_ITEMS.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/deploy/web_services/opspecs/PCM_OP_AR_GET_BILL_ITEMS.xml 
backing up /brmapp/portal/7.5/xsd/bus_params_billing.xsl, /brmapp/portal/7.5/xsd/bus_params_billing.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_billing.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_subscription.xsl, /brmapp/portal/7.5/xsd/bus_params_subscription.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_subscription.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_AR.xsl, /brmapp/portal/7.5/xsd/bus_params_AR.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_AR.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_rerate.xsl, /brmapp/portal/7.5/xsd/bus_params_rerate.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_rerate.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_act.xsd, /brmapp/portal/7.5/xsd/bus_params_act.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_act.xsd 
backing up /brmapp/portal/7.5/xsd/bus_params_rating.xsd, /brmapp/portal/7.5/xsd/bus_params_rating.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_rating.xsd 
